Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
我的飞行日常,当书店店长的第十天,"昨天晚上刁老师约吃饭，
霞霞老师还特意准备了鲜花和蛋糕，
说是再给我过一次生日，
所以又吹了一次蜡烛，许了生日愿望。
我都已经离开学校一年了，也即将要到外省工作，
还能被她们惦记并且付出这些，
不由得感叹实在是太难得了～
除了感恩，也只有感恩了
因为家里已经好几束花了，
想着可以把这束花带到书店，
这样待在书店的人也能幸福的感觉。
	
今天并没有一直在学习，反而是拿出电脑开始工作。
领导在外面出差，我就在这里哐哐当辅助。
一下午，做了4个项目的微信公众号推广，
还做了2个硕士留学的海报设计。
工作效率虽高，但也着实累人。
	
到天色渐晚的时候，
我才拿出帆布袋里的英语资料，
先刷几篇语法填空练练手吧，
然后开始今天的任务：着手准备衔接课的资料。
好在之前请教了教高中的朋友们，虽在四川，教材不一样，
但是还是能学到很多经验，尤其是胡老师给的学科网账号，
简直让我事半功倍！
感恩朋友们的无私分享
比起面对电脑，我还是更喜欢面对纸张。
	
哦哦，对了，今天也是被小花温暖到的一天～
我一直坐在书桌旁工作，它就睡在对面的椅子上陪着我，
期间它翻了个身，还撞到了椅背，我都听到了吱呀一声，
它还好，换个姿势，继续睡觉。
猫咪真的好乖，
以前我怎么没有发现呢🐈
潘潘来接我下班啦
#每一个当下 #值得待上一整天的书店 #独立书店 @宽野书店",编辑于 07-02 四川,8,收藏,2
小红薯64A9B5DB,大家的二次元npy都是怎么找到的？,如题，本人女生，明明周围很多完全不玩二次的朋友都找到了玩二次的npy，但是自己似乎就是没有那种缘分一样🥲可能我的“二次元”卡的有点死，比如只玩了一点米家游戏是不能算的，得追一些日漫才行。。。这一点希望大家轻喷，主要是我真爱看日漫。。所以想问问大家是怎么找到看日漫玩游戏的npy的？,07-10 四川,278,94,974
snowflake,有没有0.5的超自然陪陪,"不要：带朋友加钱，大金/大剑加钱，宝藏房加钱
带一下价格！！和段位！！！不带不看！
现在打！！！超自然 #超自然陪陪 投喂单喔",2天前 吉林,8,收藏,30
Aaa 饰品,海的味道我知道🧜,#浪漫藏匿于大海 #度假耳饰海边 #吹海边的风,4天前 天津,2,1,1
晴.无声,晚霞下的胜景,#我若拿出这幅美景阁下如何应对,07-10 宁夏,12,6,1
Guuu_然,存档我的日本pics,#活一些瞬间 #整理相册的时候 #日本 #旅游穿搭,7天前 山东,181,14,8
半夏,,#当我有了新自拍 #可盐可甜,2小时前 河南,4,收藏,1
冬天的秋天,🇺🇸遇到真少爷了,"但是
你怎么那么装啊#富二代#留学生#少爷#纽约#我的留学生活",1天前 广东,3,1,2
猪精女孩alice,当你闺蜜的朋友是Lisa,"见到Lisa本人 香香软软的搂了她的腰啊啊啊啊啊💗
芝加哥场太燃了！因为是在舞台正中间的第一排离得好近好近 四闺女都太美了啊啊啊！我爱blackpink😭 今晚嗓子要唱哑了 运动目标也达成
	
随机跳舞cam第一个就扫到了我们！慌张掏出手机试图录像但没有录上555 或许有芝加哥的姐妹顺手录上的吗🥹🥹
	
#blackpink #blackpink世巡 #Lisa #芝加哥 #芝加哥blackpink演唱会",昨天 14:37 美国,5894,274,367
榻榻米tian,我看起来胖胖的  其实是被生活打肿了ᯠ _,,2小时前 河南,1,收藏,1
可宝,超好玩，超好拍的,#游戏里的风景 #出现在阳光下转场 #蛋仔派对地图推荐,5天前 浙江,3,收藏,评论
醒醒,新人家居PR，🥹跪求大数据给我推点博主！,,5天前 广东,29,11,395
番茄,我是不是说的太重了？不知道会不会怪我,#情感#想不到吧我也没想到 #万万没想到,3天前 上海,5,收藏,7
是大晨吖,Polg | 夏日🔥冰饮话梅雪碧菠萝冰🍍🔁,#夏日消暑风味集 #新人博主 #日常plog #记录生活的边边角角 #菠萝 #在家就能做好喝的饮料 #自制水果茶 #柠檬百香果 #凤梨 #夏日冷饮,2小时前 内蒙古,点赞,收藏,11
🌸🌸小艳子,我想看一下普通人染发效果,"经常素颜
到底染什么颜色
显白？
不要网图，谢谢！！
#染发#广州染发",4天前 广东,313,171,171
Star Chasing🌟,求换JJ20首尔限定紫T！！,2XL码太大了，穿上像裙子，求换XL码#JFJ周边 #JJ20紫T #SMG #林俊杰周边衣服,06-27 山西,2,收藏,11
参赛者_墨林,啊啊啊啊啊啊好可爱啊啊啊！,"我的蛋搭子
#",07-10 河南,3,3,评论
体温计,,#大连#活的像海自由的像风 #夏天当然要去看海,1小时前 广东,1,收藏,2
尤小婷,永远的Jay Chou,#我的青春 #周杰伦 #周杰伦演唱会 #Jay #厦门 #拍照 #赴一场青春的约,5天前 福建,41,5,8
我離孤單幾公里,,搶到30/8的票了，但附近的酒店都貴的嚇死人，有住蘇州的火姐推介地鐵線較方便的住宿酒店嗎？或其他交通較便的住宿？#火星演唱会 #华晨宇火星演唱会 #暑假 #苏州旅游 #苏州酒店推荐 #火姐 #2025火星演唱会,3天前 中国香港,点赞,收藏,2
鸿吉旅游,康康我的小红书新头像 🗣,#晒晒我的小红书头像,1小时前 湖北,点赞,收藏,1
村口种树、,这个joker宇已经是追星届的天花板了吧,"“我会很期待每次可以见到她”
“很久以前就非常喜欢她了”
“因为她才知道了我们公司”
在蒸煮面前吐露多年的心声能跟她一起录节目并且成为好朋友 是谁羡慕了啊
#炙手柯热 #开始推理吧
#迪丽热巴 #周柯宇",07-05 浙江,6282,459,127
峡谷梅姐,,#这个夏天奔赴恩施大峡谷﻿ ﻿#峡谷小新﻿ ﻿@恩施大峡谷景区,1小时前 湖北,1,收藏,评论
高傲生活💍,,,1小时前,1,收藏,评论
好好呀好好,34岁做小红书4个月｜始终相信坚持的力量,"“贵在十年如一日的坚守...
与其在迷茫中内耗，不如专注脚下的路。”
	
偶然看到这段话，像被轻轻点醒了。
做博主的第4个月，回看这一路——
没有惊天动地的逆袭，
只有普通人的默默坚持。
	
这120天，是真实的“人间清醒”：
✨ 开心过：第一篇小豹文诞生时，捧着手机反复看了好几遍；
😌 焦虑过：数据低迷时，也会悄悄减少刷后台的频率，不想互动；
🌀 倦怠过：偶尔冒出“要不歇歇？”的念头…
	
但每次犹豫时，心里总有个声音：
“方向对了，慢点怕什么？”
于是，我选择：
✅ 沉下心打磨内容：拍图不美就多学多试，文案不亮就静心修改；
✅ 坚持输入学习：像学生一样听课、拆解，笔记本渐渐写满📝；
✅ 降低数据执念：告诉自己“被一个人真心喜欢，也是意义”。
	
就是这些笨拙的“日常功课”，
让我这个普通妈妈，
等来了一些小确幸——
从0开始，陆续收到合作邀约；
收到留言说“喜欢你的真实记录”。
	
坦白说：
我没有耀眼的学历背景，
背后也没有团队支撑，
只是利用带娃的碎片时间，
在生活间隙（比如等娃下课的车里）默默写着、拍着
	
我想对屏幕前的你说：
如果连我这样普通的人，
靠着 “不求即时反馈，但求日日不断”的坚持，
都能一点点往前走，
你也一定可以。
	
不必羡慕别人的快，
你按自己节奏走的路，
每一步都算数。
相信时间，相信坚持本身的力量。🌱
	
我是好好
喜欢和你们分享我的生活🌟
	
#普通人做小红书 #坚持的意义 #宝妈博主 #女性成长 #长期主义的坚持 #自媒体干货分享 #自媒体生活 #小红薯 #汽车薯",编辑于 5天前 四川,113,41,137
张思淼,夜晚遛江🌌感受钱塘江最美3km,"夏天太适合钱塘江啦
看看大莲花的灯光 吹吹江边的风 感受20度的夏天，真的太舒服啦
这次跟小红书遛遛生活节一起开启「遛江」之旅，
江风温柔地吹过脸颊吹散了一天的疲惫与燥热
对面的大莲花灯光和波光粼粼的江面相互映衬 🌳
钱塘江边 有人跑步锻炼，有人坐在江边长椅上聊天，还有小朋友在嬉笑玩耍，遛江不只是简单的散步，更是一种生活态度
在每天加班的生活里🌳能有这样一段慢悠悠漫步江边的时光
去感受自然、感受生活，真的太治愈了。
#遛江 #杭州钱塘江 #小红书遛遛生活节 #夏夜遛弯#
#遛遛生活 #小红书遛遛生活 #遛遛水友夏令营@城市情报官@好好玩俱乐部",编辑于 2天前 浙江,1152,169,14
忍痛命,,#分享你的和平萌趣穿搭,1天前 贵州,2,收藏,评论
jenn.xuu,我毕业啦🗞👩🏻‍🎓 ꉂ  ᳐ˋᗜˊ  ᳐₌੭!,"是会一直回味的四年🎓
i wouldn’t have it any other way
.
vlog剪辑中…🎬
#毕业季#毕业喜事",2小时前 日本,6079,92,847
02:21,🦌,,06-24 四川,18,收藏,5
小红薯687D3105,康康我的小红书新头像 🗣,#晒晒我的小红书头像,2小时前 浙江,点赞,收藏,评论
小红薯687D6E65,康康我的小红书新头像 🗣,#晒晒我的小红书头像,2小时前 云南,1,1,评论
解锁,,#拍到的人生的照片 #旅行是记录青春最好方式 #旅行随地打小拍 #爱旅行爱摄影爱生活 #旅拍,5天前 甘肃,7,2,1
璇璇子の日常,北疆永不遗忘,"艾本哈杜村，现实中的“渊凯城”✨
摩洛哥的艾本哈杜村，一个仿佛从历史画卷中走出来的古老村落，更是因多部影视作品的取景而声名远扬​￼​。这里是《红海行动》中硝烟弥漫的战场，也是《权力的游戏》里龙母崛起之地渊凯城的原型​￼
	
#摩洛哥 #阿伊特本哈杜 #权力的游戏取景地 #权力的游戏 #浪漫生活的记录者 #旅游万粉扶持计划 #旅游拍照 #时尚 #黑白穿搭 @小红书创作助手 @小红书REDesign @小红书成长笔记 @时尚薯 @潮流薯",07-04 广东,190,6,4
Idlewild🐳,太原歌迷的嘴是真严啊,"来太原看演唱会还可以凭票免费参观晋祠博物馆（全价80块呢！！）
还有其他需要付费的景点也可以免费参观
这也太好了吧！！！
导游还说，之前周深的乐迷无意中发现p2这块诗碑上面出现了“周深”二字，于是就在这块碑石旁边排起了长队
有点儿意思哈哈
#晋祠 #晋祠博物馆 #晋祠公园 #太原 #太原旅游 #太原旅游攻略",5天前 山西,13,收藏,3
白小姐爱拍照📷,这里真的太好拍了！粮仓产业园！打卡啦,35度的夏天，热的心都融化了，但是沈阳粮仓的感觉很艺术，很小资，逛一逛，随手拍都很出片#沈阳探店 #沈阳粮仓文创园 #周末去哪玩 #沈阳拍照 #时尚打卡地 #打卡新地标 #ootd穿搭 #潮流POV #这个地方超适合拍照 #夏天穿搭,07-11 辽宁,11,4,1
大昌行汽车湛江新媒体中心,为什么🧐大部份男生都喜欢开本田，不懂就问？,#本田#男生买车#买车攻略 #年轻人开的车 #适合年轻人的第一辆车 #年轻人购车,4天前 广东,95,29,644
虾滑在此,𝑱𝒂𝒚 𝑪𝒉𝒐𝒖🎠园游会永不打烊,"天青色等烟雨 而我在厦门等到了周杰伦演唱会🎼
#第100场 #把永远爱你写进诗的结尾",编辑于 2天前 福建,19,收藏,3
小红薯677A19E5,康康我的小红书新头像 🗣,#晒晒我的小红书头像,1小时前 安徽,1,收藏,评论
辛拉面,微软大礼包Get,"KPI完成度非常高也抵不过业务线调整Global全线被噶喜提大礼包。
今天是权限失效前最后一天，还电脑，还工牌，办理手机号过户，领了退工单就正式结束了四年微软人时光。
回头想想貌似又读了一次本科。
四年里哺育了幼崽，学习了本领，体会了996的工作量。
终于要拜拜啦。#互联网大厂 #外企打工人",编辑于 2天前 上海,289,50,187
尹^O^ 🎈,谁来告诉我这个位置到底行不行？,#贴上就是桂花味 #孙燕姿 #就在日落以后 #青岛孙燕姿 #演唱会座位视角 #奔赴演唱会 #不懂咱就问,6天前 上海,2,收藏,19
杨二狗,,41岁，一米八，原相机是苹果的不是自带美颜的手机原相机。,编辑于 7天前 辽宁,109,5,103
李祖贤,像吗？不像删了,"我与沈月之间差了一个洁哥
妆造太太太棒咯
	
💄化妆师：@SOULBEERR
	
#沈月仿妆 #妆个新人设 #沈月 #这都拿不下你 #不像删了 #就说像不像 #今天的我长这样 #变妆看我的",编辑于 07-06 广东,189,6,90
小象,,#清新 #今天好凉快呢,3小时前 陕西,1,收藏,1
理案卷的云朵酱,Plog 新人博主别焦虑，该来的终会来,"嗨喽宝子们！我是云朵酱☁️～
一个曾经埋首案卷堆的**法学生/法律打工人**📚
现在！决定换个方式记录生活啦！📸
👉 为什么开始Plog？
在红薯摸爬滚打（边走边学）的路上，我发现：
举起相机📷，捕捉那些细碎的美好瞬间
真的能治愈疲惫，让平凡的日子闪闪发光✨
分享出来，更是双倍的快乐！🎉
所以，我决定正式成为一枚 **#Plog博主** ！
**给所有刚起步/犹豫的宝子们：
1️⃣ 先！行！动！起！来！
别等“完美”了才开始，边做边学才是王道！
在行动中，你会看清自己真正热爱什么、擅长什么。
2️⃣ 允许自己“不完美”
前期的摸索、笨拙、甚至数据焦虑都很正常！
这不是弯路，是你独一无二的成长路径。
每个“不好”的尝试，都在为未来的“满级技能”打地基！
3️⃣ 耐心是金，该来的总会来
“该来的Shi终会来” (懂的都懂！)
别因为暂时没起色就放弃！
失去耐心，可能就错过了转角处的惊喜。
你走过的每一步、看过的每一帧风景，都塑造着别人无  法复制的你！
最后碎碎念：
别怕走“错”路，人生没有白走的路。
你用心记录的那些“风景”，终将成为你的铠甲和勋章。一起慢慢走，稳稳成长吧！
该属于你的，时间都会给你答案。❤️
---
**宝，关注我@云朵酱☁️，一起用Plog把平凡日子过成诗～**
 新人博主 #plog #日常plog #记录生活 #生活碎片 #治愈自己 #女性成长 #拒绝焦虑 #该来的都在路上 #素人做博主 #法学生的日常 #云朵酱的plog日记@薯管家 @薯店长 @热点薯 @薯队长 #ff[map_traver]#",编辑于 4天前 广东,63,13,66
